des,fea,cost
SAMSUNG Series 4 80 cm (32 inch) HD Ready LED TV,HD Ready 1366 x 768 Pixels40 W Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USBA+1 Year Comprehensive and 1 Year Additional on Panel from Samsung,"₹26,900"
Compaq ER Series 108 cm (43 inch) Full HD LED Smart Android TV,Netflix|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Warranty on Product,"₹23,999₹29,99920% off"
TCL 138.7 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Operating System: AndroidUltra HD (4K) 3840 x 2160 Pixels16 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB18 Months,"₹55,499₹89,90038% off"
KODAK CA Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus,Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840X2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product,"₹26,499₹37,99930% off"
LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels35 W Speaker Output50 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty,"₹47,499₹75,34336% off"
SAMSUNG 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate4 x HDMI | 2 x USB1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,"₹91,990₹1,62,99043% off"
LG 164 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output50 Hz Refresh Rate4 x HDMI | 2 x USBIPS Panel1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,"₹1,49,999₹2,19,99031% off"
SONY Bravia A8F 138.8 cm (55 inch) OLED Ultra HD (4K) Smart Android TV,Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels50 W Speaker Output100 Hz Refresh Rate4 x HDMI | 3 x USB1 Year Manufacturer Warranty,"₹1,64,999₹3,29,90049% off"
TCL C815 Series 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV With Integrated 2.1 Onkyo Soundba...,Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels50 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year,"₹1,18,999₹2,69,99055% off"
SONY 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Ultra HD (4K) 3840 x 2160 pixels Pixels10W + 10W Speaker Output50 Hz Refresh Rate2 x HDMI | 2 x USB1 YEAR,"₹67,490₹72,9907% off"
SAMSUNG 125 cm (50 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,"₹78,990₹99,90020% off"
SONY Bravia R252F 101.6 cm (40 inch) Full HD LED TV,Full HD 1920 x 1080 Pixels20 W Speaker Output50 Hz Refresh Rate2 x HDMI | 1 x USBPlay Multiple video with USB Super-Multi-Format Play1 Year Manufacturer Warranty,"₹31,999₹37,99015% off"
ONIDA Google Certified 147.32 cm (58 inch) Ultra HD (4K) LED Smart Android TV,Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA1 Year Onida Standard Warranty,"₹49,999₹79,99037% off"
Panasonic 165 cm (65 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Warranty on Product from Date of Purchase,"₹86,900₹93,5007% off"
Panasonic 123 cm (49 inch) Full HD LED TV,Full HD 1920 x 1080 Pixels35 W Speaker Output200 Hz Refresh Rate2 x HDMI | 1 x USB1 Year Panasonic India Warranty,"₹51,999₹62,90017% off"
CloudWalker Cloud TV 127 cm (50 inch) Full HD LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: Android BasedFull HD 1920 x 1080 Pixels16 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBA+ Grade1 Year Warranty,"₹42,989₹42,990"
SONY Bravia X8500F 189.3 cm (75 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output100 Hz Refresh Rate4 x HDMI | 3 x USB1 Year Manufacturer Warranty,"₹2,59,999₹4,99,90047% off"
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV,Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBLED1 Year Warranty on Product and 1 Year Additional Warranty for Panel,"₹23,999₹27,99914% off"
LG 80 cm (32 inch) HD Ready LED TV,Operating System: LinuxHD Ready 1366 x 768 Pixels20 W Speaker Output50 Hz Refresh Rate2 x HDMI | 1 x USBIPS1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module only,"₹17,199₹19,49011% off"
Noble Skiodo SU55 140 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: Android BasedUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA Grade with Zero Dots1 Year Domestic Warranty,"₹34,490₹59,99942% off"
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USB1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,"₹54,990₹65,49016% off"
TOSHIBA 139 cm (55 inch) Ultra HD (4K) LED Smart TV,Ultra HD (4K) 3840 x 2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year on Product,"₹40,599₹50,99920% off"
Sanyo 4K UHD 123 cm (49 inch) Ultra HD (4K) LED Smart TV,Netflix|YoutubeOperating System: Linux basedUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA+ Grade1 Year Sanyo India Warranty,"₹39,999₹64,99038% off"
Micromax 127 cm (49 inch) Full HD LED TV,Full HD 1920 x 1080 Pixels16 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBZero Dots LED Panel1 Year Warranty,"₹65,990"
Infocus 152.7 cm (60 inch) Full HD LED TV,Full HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USB1 Year Brand Warranty and Free Transit Insurance,"₹70,999"
Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart TV,Operating System: Android BasedUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Panasonic Domestic Warranty,"₹1,68,900"
SAMSUNG Series 8 163 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output200 Hz Refresh Rate4 x HDMI | 2 x USBA+1 Year Comprehensive and 1 Year Additional on Panel from Samsung,"₹1,67,199₹2,69,90038% off"
LG 123 cm (49 inch) Full HD LED Smart TV,Netflix|YoutubeOperating System: WebOSFull HD 1920 x 1080 Pixels20 W Speaker Output50 Hz Refresh Rate2 x HDMI | 1 x USBLED LCD IPS Panel1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,"₹68,990"
LG 123 cm (49 inch) Ultra HD (4K) LED Smart TV,Netflix|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output50 Hz Refresh Rate4 x HDMI | 3 x USBIPS1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,"₹1,20,989₹1,20,990"
Weston Premium Series 140 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: Android BasedUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBHigh Bright A+ Grade HD Panel1 Year Weston Domestic Warranty,"₹59,990"
SAMSUNG R5570 108 cm (43 inch) Full HD LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenFull HD 1920 x 1080 Pixels40 W Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USB1 Year Comprehensive and 1 Year Additional on Panel from Samsung,"₹38,990₹46,90016% off"
Panasonic 80 cm (32 inch) HD Ready LED TV,HD Ready 1366 x 768 Pixels20 W Speaker Output200 Hz Refresh Rate1 x HDMI | 1 x USBIPS LED LCD1 Year Panasonic Warranty,"₹24,899₹24,900"
SAMSUNG 163 cm (65 inch) Ultra HD (4K) LED Smart TV,Operating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output120 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Brand Warranty,"₹2,95,900"
SAMSUNG Q Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output200 Hz Refresh Rate4 x HDMI | 3 x USBA+1 Year Comprehensive and 1 Year Additional on Panel from Samsung,"₹3,41,900₹3,99,90014% off"
Micromax 124 cm (49 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS Panel1 Year Warranty,"₹33,999₹59,99043% off"
Lloyd Clara 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|YoutubeOperating System: Linux basedUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output50 Hz Refresh Rate4 x HDMI | 2 x USBA Grade3 Years  comprehensive Warranty,"₹33,999₹69,99051% off"
Sansui 140 cm (55 inch) Ultra HD (4K) LED Smart TV,Ultra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year with additional 2 Years Extended Warranty,"₹69,200"
Micromax 81 cm (32 inch) HD Ready LED TV,HD Ready 1366 x 768 Pixels20 W Speaker Output for rich & powerful sound60 Hz Refresh Rate for a blur-free picture quality1 x HDMI | 2 x USBIPS Panel for uniform colors in wider viewing range1 Year Warranty,"₹12,399₹23,99948% off"
Sanyo 4K UHD 139 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|YoutubeOperating System: Linux basedUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA+ Grade1 Year Sanyo India Warranty,"₹50,999₹76,99033% off"
LG 139 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output50 Hz Refresh Rate4 x HDMI | 2 x USBIPS 4K Panel1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module only,"₹1,04,990"
IGO By Onida 102 cm (40 inch) Full HD LED Smart TV with Beat Box,Prime Video|Disney+Hotstar|YoutubeOperating System: Android BasedFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA1 Year Standard Warranty,"₹17,999₹29,99039% off"
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV,Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBLED1 Year Warranty on Product and 1 Year Additional Warranty for Panel,"₹23,999₹27,99914% off"
Panasonic 101.5 cm (40 inch) Full HD LED TV,Full HD 1920 x 1080 Pixels16 W Speaker Output for optimal sound100 Hz Refresh Rate for a blur-free picture quality2 x HDMI | 2 x USBfor uniform colors in wider viewing range1 Year Panasonic Domestic Warranty,"₹47,500"
PHILIPS 127 cm (50 inch) Full HD LED Smart TV,Full HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 3 x USBIPS1 Year Warranty,"₹67,000"
SAMSUNG 139 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels60 W Speaker Output60 Hz Refresh Rate4 x HDMI | 2 x USB1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,"₹1,53,900₹1,99,99023% off"
Skyworth 80 cm (32 inch) HD Ready LED Smart TV,HD Ready 1366?x?768 Pixels20 Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year on Product,"₹14,989₹29,99050% off"
PHILIPS 127 cm (50 inch) Full HD LED TV,Full HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate4 x HDMI | 2 x USB1 Year Warranty,"₹45,999₹62,00025% off"
Vu 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Vu Domestic Warranty,"₹34,980₹45,00022% off"
Panasonic 80 cm (32 inch) HD Ready LED TV,HD Ready 1366 x 768 Pixels10 W Speaker Output100 Hz Refresh Rate1 x HDMI | 1 x USB1 Year Panasonic Domestic Warranty,"₹27,399₹27,400"
LG 123 cm (49 inch) Full HD LED Smart TV,Netflix|YoutubeOperating System: WebOSFull HD 1920 x 1080 Pixels20 W Speaker Output50 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty,"₹67,990"
SONY Bravia 120.9 cm (48 inch) Full HD LED Smart TV,Full HD 1920 x 1080 Pixels8 W x 2 Speaker Output200 Hz Refresh Rate2 x HDMI | 2 x USB1 year sony Domestic Warranty,"₹67,900"
LG 139 cm (55 inch) Full HD LED Smart TV,Operating System: WebOSFull HD 1920 x 1080 Pixels20 W Speaker Output100 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,"₹1,03,900"
Panasonic 123 cm (49 inch) Full HD LED Smart TV,Full HD 1920 x 1080 Pixels35 W Speaker Output3 x HDMI | 2 x USBIPS LED LCD1 Year Panasonic India Warranty,"₹72,900"
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,"₹58,900₹70,90016% off"
LG 177.8 cm (70 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output50 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Warranty on Product and 1 Year on Panel,"₹1,19,990₹1,69,99029% off"
LG 164 cm (65 inch) OLED Ultra HD (4K) Smart TV,Netflix|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output120 Hz Refresh Rate4 x HDMI | 3 x USBAMOLED1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,"₹2,49,999₹4,09,99039% off"
SAMSUNG Series 4 80 cm (32 inch) HD Ready LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenHD Ready 1366 x 768 Pixels40 W Speaker Output50 Hz Refresh Rate2 x HDMI | 1 x USBA+1 Year Comprehensive and 1 Year Additional on Panel from Samsung,"₹18,246₹30,90040% off"
SAMSUNG Series 5 123 cm (49 inch) Full HD LED TV,Full HD 1920 x 1080 Pixels40 W Speaker Output120 Hz Refresh Rate2 x HDMI | 1 x USBA+1 Year Comprehensive and 1 Year Additional on Panel from Samsung,"₹48,500₹66,90027% off"
LG 139 cm (55 inch) OLED Ultra HD (4K) Smart TV,Netflix|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output120 Hz Refresh Rate4 x HDMI | 3 x USBAMOLED1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,"₹1,59,999₹2,14,99025% off"
CloudWalker Cloud TV 109 cm (43 inch) Full HD LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: Android BasedFull HD 1920 x 1080 Pixels8 W x 2 Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBIPS Panel1 Year CloudWalker Warranty,"₹21,999₹31,99031% off"
LG Nanocell 164 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output100 Hz Refresh Rate4 x HDMI | 3 x USB1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,"₹1,64,999₹2,64,99037% off"
SAMSUNG Q Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels60 W Speaker Output200 Hz Refresh Rate4 x HDMI | 3 x USBA+1 Year Warranty on Product and 1 Year Additional Warranty on Panel from Samsung,"₹4,70,900"
Micromax 109 cm (43 inch) Ultra HD (4K) LED Smart TV,Ultra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 3 x USB1 Year Warranty,"₹91,990"
CloudWalker 139 cm (55 inch) Ultra HD (4K) Curved LED Smart TV,Operating System: Android BasedUltra HD (4K) 3840 x 2160 Pixels8 W x 2 Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year CloudWalker Warranty,"₹84,500"
LG Nanocell 190 cm (75 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output100 Hz Refresh Rate4 x HDMI | 3 x USBIPS1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,"₹5,01,122₹5,49,9908% off"
OnePlus Y Series 100 cm (40 inch) Full HD LED Smart Android TV,Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBLED1 Year Warranty on Product and 1 Year Additional Warranty for Panel,"₹23,999₹27,99914% off"
Thomson B9 Series 80 cm (32 inch) HD Ready LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: Android BasedHD Ready 1366 x 768 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Warranty,"₹16,999"
SAMSUNG Series 7 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output200 Hz Refresh Rate4 x HDMI | 3 x USBA+1 Year Warranty on Product and 1 Year Additional Warranty on Panel,"₹2,04,900"
SAMSUNG Series 8 189 cm (75 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output200 Hz Refresh Rate4 x HDMI | 2 x USBA+1 Year Comprehensive and 1 Year Additional on Panel from Samsung,"₹5,99,900"
SAMSUNG 108 cm (43 inch) Full HD LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenFull HD 1920 x 1080 Pixels20 w Speaker Output100 Hz Refresh Rate2 x HDMI | 2 x USBA+1 Year Standard Warranty and 1 Year Warranty on Panel,"₹62,900"
Panasonic 126 cm (50 inch) Full HD LED TV,Full HD 1920 x 1080 Pixels10 W x 2 Speaker Output100 Hz Refresh Rate2 x HDMI | 2 x USB1 Year Panasonic India Warranty,"₹73,900"
SONY X8000H 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output50 Hz Refresh Rate4 x HDMI | 2 x USB1 Year Manufacturer Warranty on Product,"₹1,99,990₹3,29,99039% off"
LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output100 Hz Refresh Rate4 x HDMI | 3 x USBIPS1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,"₹1,18,499₹1,66,99029% off"
SAMSUNG Q70RAK 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output200 Hz Refresh Rate4 x HDMI | 2 x USBA+1 Year Comprehensive and 2 Year Additional on Panel from Samsung,"₹2,24,999₹2,79,90019% off"
SAMSUNG Q Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output200 Hz Refresh Rate4 x HDMI | 3 x USBA+1 Year Comprehensive and 1 Year Additional on Panel from Samsung,"₹2,74,900"
LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output50 Hz Refresh Rate3 x HDMI | 2 x USB1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,"₹38,990₹55,99030% off"
SAMSUNG Series 7 123 cm (49 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output100 Hz Refresh Rate4 x HDMI | 3 x USBA+1 Year Warranty on Product and 1 Year Additional Warranty on Panel from Samsung,"₹1,55,900"
SAMSUNG 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|YoutubeOperating System: TizenUltra HD (4K) 3840 x 2160 Pixels60 W Speaker Output60 Hz Refresh Rate4 x HDMI | 2 x USB1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,"₹1,29,990₹1,89,99031% off"
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Operating System: TizenUltra HD (4K) 3840x2160 Pixels20 W Speaker Output200 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Brand Warranty and Free Transit Insurance,"₹1,25,900"
Lloyd Clara 163 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|YoutubeOperating System: Linux basedUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output50 Hz Refresh Rate4 x HDMI | 2 x USBA Grade3 Years  comprehensive Warranty,"₹74,999₹1,53,99051% off"
SAMSUNG Q Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Operating System: TizenUltra HD (4K) 3840 x 2160 Pixels60 W Speaker Output200 Hz Refresh Rate4 x HDMI | 3 x USB1 Year Warranty on Product and 1 Year Additional Warranty on Panel from Samsung,"₹3,44,900"
